,,,,,,,,,,,,,,,,,,,,,,,,,,,Prereq's,150 min. 
WFM Ent,QM 
Trans bot (speech),Non Speech Customers,Rec +
voice capture,Saas has Voice Capture,includes Trans,requires trans,requires trans
TTEC Services Corporation,"VW Credit, Inc.",500-1999,,825,Perpetual,0,0,0,0,0,825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
Vista Com,Bank of Oklahoma,500-1999,,605,Perpetual,0,605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,377520,77440,290400,119185,363000,72600,1300145
Vonage Business Limited,Goosehead Insurance,500-1999,,1118,SaaS,0,0,0,0,0,0,0,1118,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
"World Wide Technology, Inc.",UMB Financial Corporation,2000-4999,,4800,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4800,0,0,0,0,0,,,0,,,,,,,,,0
"World Wide Technology, Inc.",USDA,500-1999,,873,Perpetual,0,873,873,873,0,143,0,0,873,0,0,0,0,0,0,0,0,0,0,0,,,0,209520,104760,544752,111744,419040,171981,523800,,2085597
WTI Holdings LLC dba Waterfield Technologies,California Physicians' Service dba Blue Shield of California,5000-9999,,5013,Term,0,5010,5013,4010,0,4010,4010,0,1100,4220,0,0,0,0,0,0,0,0,0,0,,,962400,962400,,3126240,641280,2404800,986970,,,9084090
WTI Holdings LLC dba Waterfield Technologies,Emory University,500-1999,,1462,Perpetual,0,1462,0,860,0,0,860,0,860,612,0,0,0,0,0,0,0,0,0,0,,,206400,206400,,912288,187136,701760,288014,,175440,2677438
WTI Holdings LLC dba Waterfield Technologies,Five Star Call Centers,500-1999,,747,Term,0,0,0,0,0,0,747,0,747,0,0,0,0,0,0,0,0,0,0,0,,,179280,,,,,,,,,179280
WTI Holdings LLC dba Waterfield Technologies,CapTel Incorporated,500-1999,,650,Term,0,0,0,0,0,0,650,0,650,0,0,0,0,0,0,0,0,0,0,0,,,156000,,,,,,,,,156000
WTI Holdings LLC dba Waterfield Technologies,Partnership HealthPlan of California,500-1999,,600,Term,0,600,0,500,0,450,500,0,500,450,0,0,0,0,0,0,0,0,0,0,,,120000,120000,,374400,76800,288000,118200,,72000,1169400
"Intrado Life & Safety Canada, Inc.",Washoe County Sheriff,150-499,,492,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492,0,0,0,,,0,,,,,,,,,0
TELUS,CSST (Commission Sante Securite),150-499,,490,Perpetual,0,440,0,490,0,85,275,0,275,0,0,0,0,0,0,0,0,0,0,0,,,66000,117600,58800,274560,56320,211200,86680,264000,52800,1187960
Connex Quebec Inc,CSST (Commission Sante Securite),150-499,,490,Perpetual,0,440,0,490,0,85,275,0,275,0,0,0,0,0,0,0,0,0,0,0,,,66000,117600,58800,274560,56320,211200,86680,264000,52800,1187960
"Talkdesk, Inc.",Memorial Healthcare System,150-499,,490,SaaS,0,0,0,0,0,0,0,490,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
"ISI Telemanagement Solutions, LLC","Roehl Transport, Inc.",150-499,,486,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486,0,0,0,0,0,,,0,,,,,,,,,0
Avaya LLC,Children's Hospital Los Angeles,150-499,,480,Term,0,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,299520,61440,230400,94560,288000,57600,1031520
"ISI Telemanagement Solutions, LLC",Philadelphia Housing Authority,150-499,,480,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,0,0,0,0,0,,,0,,,,,,,,,0
Interactions Insights Corporation,Polish and Slavic Federal Credit Union,150-499,,480,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,0,0,0,0,0,,,0,,,,,,,,,0
Vonage Business Limited,Cengage Learning,150-499,,478,SaaS,0,0,0,0,0,0,0,478,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
"ISI Telemanagement Solutions, LLC","Freeman Health System, Inc.",150-499,,463,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463,0,0,0,0,0,,,0,,,,,,,,,0
"Alliance Technology Group, LLC",DXC Technology Services LLC,150-499,,462,Perpetual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462,460,0,,,0,,,,,,,,,0
Enterprise Services LLC,DXC Technology Services LLC,150-499,,462,Perpetual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462,460,0,,,0,,,,,,,,,0
Avaya LLC,Xplornet Communications Inc.,150-499,,460,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,460,0,0,0,0,0,0,0,,,0,,,,,,,,,0
TTEC Services Corporation,"American Honda Motor Co., Inc.",150-499,,458,Perpetual,0,458,0,458,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,240,109920,54960,285792,58624,219840,90226,274800,54960,1149362
Aria Solutions USA Inc.,"American Honda Motor Co., Inc.",150-499,,458,Perpetual,0,458,0,458,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,240,109920,54960,285792,58624,219840,90226,274800,54960,1149362
"ISI Telemanagement Solutions, LLC","American Eagle Financial Credit Union, Inc.",150-499,,451,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451,0,0,0,0,0,,,0,,,,,,,,,0
Avaya LLC,Nuance Communications,150-499,,450,Term,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,280800,57600,216000,88650,270000,54000,967050
"Motorola Solutions, Inc.",Burlington County 911,150-499,,446,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446,0,0,0,,,0,,,,,,,,,0
Avaya LLC,Loma Linda University,150-499,,444,Term,0,370,0,370,0,0,370,0,370,0,0,0,444,0,0,0,0,0,0,0,,,88800,88800,44400,230880,47360,177600,72890,222000,44400,1017130
"World Wide Technology, Inc.",LG&E and KU Services,150-499,,443,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443,0,0,0,0,0,,,0,,,,,,,,,0
Carousel Industries of North America,Tampa Electric Company,150-499,,440,Perpetual,0,390,392,365,0,365,366,0,366,440,0,0,0,0,0,0,0,0,0,0,,,87840,87600,,243360,49920,187200,76830,,,732750
"Cisco Systems, Inc.",Tampa Electric Company,150-499,,440,Perpetual,0,390,392,365,0,365,366,0,366,440,0,0,0,0,0,0,0,0,0,0,,,87840,87600,,243360,49920,187200,76830,,,732750
TOS,Toronto Hydro-Electric System Limited,150-499,,440,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440,0,0,0,,,0,,,,,,,,,0
"Northland Business Systems, Inc.",Dane County,150-499,,438,Perpetual,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,438,0,0,0,,,240,,,,,,,,,240
"ISI Telemanagement Solutions, LLC",Hennepin County,150-499,,424,Perpetual,0,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,264576,54272,203520,83528,254400,50880,911176
SHI International Corp,Hennepin County,150-499,,424,Perpetual,0,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,264576,54272,203520,83528,254400,50880,911176
Avaya LLC,City of Portland,150-499,,421,Perpetual,0,421,0,210,0,0,105,0,281,0,0,0,0,0,0,0,0,0,0,0,,,25200,50400,25200,262704,53888,202080,82937,252600,50520,1005529
Avaya LLC,Cellular South,150-499,,420,Term,0,0,0,0,0,420,0,0,0,420,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
"Atos IT Solutions and Services, Inc.",Blue Cross and Blue Shield of Vermont,150-499,,416,Perpetual,0,208,0,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,99840,49920,129792,26624,99840,40976,124800,24960,596752
CBTS Technology Solutions LLC,Tampa Electric Company,150-499,,415,Perpetual,0,365,367,365,0,365,366,0,366,415,0,0,0,0,0,0,0,0,0,0,,,87840,87600,,227760,46720,175200,71905,,,697025
Sound Communications Inc.,Westmoreland County 911,150-499,,405,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405,0,0,0,,,0,,,,,,,,,0
"Four Points Technology, LLC",TSA - Telecommunication Group,150-499,,405,Perpetual,0,405,0,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,97200,48600,252720,51840,194400,79785,243000,48600,1016145
"ISI Telemanagement Solutions, LLC","Ralis Services, Inc.",150-499,,405,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405,0,0,0,0,0,,,0,,,,,,,,,0
Avaya LLC,Mississippi Department of Information Technology Services (MS ITS),150-499,,400,SaaS,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,249600,51200,192000,78800,,,571600
Carousel Industries of North America,ConServe,150-499,,400,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,,,0,,,,,,,,,0
SPAR Solutions LLC,Agilent Technologies Inc,150-499,,400,SaaS,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,400,,,240,240,120,624,128,480,197,,,2029
Connex Services US Inc,"Carexm, LLC",150-499,,400,SaaS,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,,,96000,,,,,,,,,96000
"Northland Business Systems, Inc.",Washington County Sheriff,150-499,,398,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398,0,0,0,,,0,,,,,,,,,0
Group Elite Communications Inc.,Rocky Mountain Poison & Drug Center,150-499,,396,Perpetual,0,396,0,385,0,0,396,0,385,172,0,0,0,0,0,0,0,0,0,0,,,95040,92400,,247104,50688,190080,78012,,47520,800844
"Presidio Networked Solutions, LLC",Rocky Mountain Poison & Drug Center,150-499,,396,Perpetual,0,396,0,385,0,0,396,0,385,172,0,0,0,0,0,0,0,0,0,0,,,95040,92400,,247104,50688,190080,78012,,47520,800844
Avaya LLC,Volkswagen of America,150-499,,392,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,0,0,0,,,0,,,,,,,,,0
"ISI Telemanagement Solutions, LLC",City of Fort Lauderdale,150-499,,390,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390,0,0,0,0,0,,,0,,,,,,,,,0
"ConvergeOne, Inc",Openedge ( a Division of Global Payments),150-499,,381,Term,0,380,381,300,0,300,300,0,300,300,0,0,0,0,0,0,0,0,0,0,,,72000,72000,,237120,48640,182400,74860,,,687020
Group Elite Communications Inc.,Health Alliance Medical Plans,150-499,,375,Perpetual,0,0,0,0,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
"Cisco Systems, Inc.",Health Alliance Medical Plans,150-499,,375,Perpetual,0,0,0,0,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
"ISI Telemanagement Solutions, LLC",Schneider Electric,150-499,,371,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371,0,0,0,0,0,,,0,,,,,,,,,0
"Motorola Solutions, Inc.",Alaska Land Mobile Radio,150-499,,367,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367,0,0,0,,,0,,,,,,,,,0
Amway Corp.,Alticor Inc.,150-499,,366,Perpetual,0,365,366,365,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,240,87600,43800,227760,46720,175200,71905,219000,,872225
Avaya LLC,"US Foods, Inc.",150-499,,364,Perpetual,0,364,121,243,243,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,,,0,,,227136,46592,174720,71708,218400,,738556
"Northland Business Systems, Inc.",Metropolitan Council,150-499,,362,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,0,0,0,,,0,,,,,,,,,0
Avaya LLC,illumifin Corporation,150-499,,360,Term,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,224640,46080,172800,70920,216000,43200,773640
Avaya LLC,Blue Cross Blue Shield of SC,150-499,,360,Term,0,360,0,0,0,6,0,0,0,12,0,0,0,0,0,0,0,0,0,0,,,0,,,224640,46080,172800,70920,,43200,557640
Avaya LLC,MTST Helena Data Center,150-499,,360,Term,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,224640,46080,172800,70920,216000,43200,773640
Avaya LLC,Carrington Mortgage Holdings,150-499,,360,Term,0,360,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,224640,46080,172800,70920,216000,,730440
Avaya LLC,Morley Companies,150-499,,360,Term,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0
Sound Communications Inc.,Inter County Regional Radio System (ICORRS),150-499,,359,Perp/Term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359,0,0,0,,,0,,,,,,,,,0
"Axispoint Technology Solutions Group, Inc.",Orlando Health,150-499,,351,Term,0,350,351,230,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,55200,27600,218400,44800,168000,68950,210000,,792950
